card_id	quest_relevance	review_status	review_note	source
item.yellow_bead.1472	Used during Imp Catcher	approved	Quest-specific required item	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Imp Catcher
item.yellow_dye.1765	Used during Eagles' Peak, Enlightened Journey, Ghosts Ahoy, Land of the Goblins, Mourning’s End Part I and Prince Ali Rescue	approved	Direct required-item associations reviewed across Quest Helper quest definitions; recommendations, alternatives, travel conveniences and conditional rows excluded	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Eagles' Peak; Enlightened Journey; Ghosts Ahoy; Land of the Goblins; Mourning’s End Part I; Prince Ali Rescue
item.yellow_goblin_mail.9056	Used during Land of the Goblins	approved	Direct reviewed requirement; corrected legacy quest attribution where applicable	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Land of the Goblins; OSRS Wiki: Land of the Goblins
item.yew_logs.1515	Used during Castle Wars Balloon Flight	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Castle Wars Balloon Flight
item.yommi_tree_seeds.735	Used during Legends' Quest	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Legends' Quest
item.zadimus_corpse.610	Used during Shilo Village	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Shilo Village
item.zamorak_brew.193	Used during Biohazard	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Biohazard
item.zamorak_cape.2414	Reward choice from Mage Arena I; usable during Mage Arena II	approved	One of the three exact god-cape choices; alternatives are choice-equivalent rather than cumulatively required	OSRS Wiki: Mage Arena I; Mage Arena II; Zamorak cape
item.zamorak_monk_bottom.1033	Used during Underground Pass	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Underground Pass
item.zamorak_monk_top.1035	Used during Underground Pass	approved	Direct required-item association; unique to one quest in pinned Quest Helper dataset	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d: Underground Pass
item.zamorak_staff.2417	Reward choice from Mage Arena I; used to unlock a god spell and usable during Mage Arena II	approved	Exact god-staff choice; only one alignment is required for Mage Arena I completion	OSRS Wiki: Mage Arena I; Mage Arena II; Zamorak staff
npc.abomination.8262	Boss in A Taste of Hope	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.adala.13824	Mandatory unarmed encounter in Death on the Isle	approved	One of two required low-level confrontations; Naiatli is mapped separately as the second mandatory encounter	OSRS Wiki: Death on the Isle
npc.adamant_dragon.8030	Required combat encounter in Dragon Slayer II	approved	Mandatory encounter in the Dragon Slayer II route	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
npc.agrith_na_na.4880	Boss encounter in Recipe for Disaster	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.agrith_naar.911	Boss in Shadow of the Storm	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.ahrim_the_blighted.1672	Required boss in His Faithful Servants	approved	Mandatory named miniquest boss	OSRS Wiki: His Faithful Servants
npc.amoxliatl.13685	Final boss in The Heart of Darkness	approved	Mandatory named quest boss	OSRS Wiki: The Heart of Darkness
npc.ancient_guardian.10654	Boss encounter in Below Ice Mountain	approved	Required guardian encounter; may be defeated through combat or the mining mechanic	OSRS Wiki: Below Ice Mountain
npc.angry_bear.1060	Required combat encounter in A Soul's Bane	approved	Mandatory exact anger-room enemy; active catalogue identity	OSRS Wiki: A Soul's Bane; Angry bear
npc.angry_giant_rat.1062	Required combat encounter in A Soul's Bane	approved	Mandatory exact anger-room enemy; active catalogue identity	OSRS Wiki: A Soul's Bane; Angry giant rat
npc.angry_goblin.1065	Required combat encounter in A Soul's Bane	approved	Mandatory exact anger-room enemy; active catalogue identity	OSRS Wiki: A Soul's Bane; Angry goblin
npc.angry_unicorn.1061	Required combat encounter in A Soul's Bane	approved	Mandatory exact anger-room enemy; active catalogue identity	OSRS Wiki: A Soul's Bane; Angry unicorn
npc.armoured_zombie.12720	At least six mandatory Armoured Zombie kills in Defender of Varrock	approved	Canonical active card covers the required Zemouregal base variants	OSRS Wiki: Defender of Varrock
npc.arrav.14132	Boss encounter in The Curse of Arrav	approved	Mandatory named quest boss; exact current quest identity	OSRS Wiki: The Curse of Arrav; Arrav
npc.arrg.643	Boss in Troll Romance	approved	Direct quest-combat association reviewed for CL836	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.arzinian_avatar_of_magic.1234	Boss form in Between a Rock...	approved	Exact combat form of the Arzinian Being quest boss	OSRS Wiki: Between a Rock...; Arzinian Avatar of Magic
npc.arzinian_avatar_of_ranging.1231	Boss form in Between a Rock...	approved	Exact combat form of the Arzinian Being quest boss	OSRS Wiki: Between a Rock...; Arzinian Avatar of Ranging
npc.arzinian_avatar_of_strength.1228	Boss form in Between a Rock...	approved	Exact combat form of the Arzinian Being quest boss	OSRS Wiki: Between a Rock...; Arzinian Avatar of Strength
npc.assassin.10940	Combat encounter in A Kingdom Divided; Required combat encounter in While Guthix Sleeps	approved	Exact A Kingdom Divided assassin family; unrelated generic enemies remain excluded; Mandatory combat encounter in While Guthix Sleeps	OSRS Wiki: A Kingdom Divided; Assassin (A Kingdom Divided); Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
npc.augur_metzli.14313	Boss encounter in The Final Dawn	approved	Mandatory named quest boss; exact combat identity	OSRS Wiki: The Final Dawn; Augur Metzli
npc.baby_blue_dragon.241	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.balance_elemental.13528	Boss encounter in While Guthix Sleeps	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.bandit_champion.738	Boss encounter in The Feud	approved	Required named gang champion	OSRS Wiki: The Feud
npc.barbarian_warlord.10989	Combat encounter in A Kingdom Divided	approved	Required named quest encounter	OSRS Wiki: A Kingdom Divided
npc.barrelchest.600	Boss in The Great Brain Robbery	approved	Direct quest-combat association reviewed for CL836	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.basilisk.417	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.bat.2827	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.big_snake.2978	Combat requirement in Recipe for Disaster — Freeing King Awowogei	approved	Required quest creature used to obtain the snake corpse	OSRS Wiki: Recipe for Disaster — Freeing King Awowogei
npc.black_demon.240	Boss in The Grand Tree	approved	A unique Black demon must be defeated to complete the quest	OSRS Wiki: The Grand Tree; Black demon
npc.black_dragon.252	Required combat encounter in Recipe for Disaster — Freeing Sir Amik Varze; Required combat encounter in Dragon Slayer II	approved	One Black dragon must be killed for the dragon token; Mandatory encounter in the Dragon Slayer II route	OSRS Wiki: Recipe for Disaster — Freeing Sir Amik Varze; Black dragon; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
npc.black_eye_bethel.15025	Boss in The Red Reef	approved	Mandatory named quest boss	OSRS Wiki: The Red Reef; Black Eye Bethel
npc.black_golem.4742	Boss in Spirits of the Elid	approved	Mandatory named quest boss	OSRS Wiki: Spirits of the Elid
npc.black_knight.516	Required Black Knight encounter in Wanted!	approved	Direct quest combat before the Solus Dellagar confrontation	OSRS Wiki: Wanted!
npc.black_knight_titan.4067	Boss encounter in Holy Grail	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.blood_moon.13011	Boss in Perilous Moons	approved	Mandatory named quest boss	OSRS Wiki: Perilous Moons
npc.blue_dragon.265	Required combat encounter in Dragon Slayer II	approved	Mandatory encounter in the Dragon Slayer II route	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
npc.blue_moon.13013	Boss in Perilous Moons	approved	Mandatory named quest boss	OSRS Wiki: Perilous Moons
npc.bouncer.1224	Boss encounter in Fight Arena; Required combat encounter in The General's Shadow	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity; Exact active level-160 Bouncer family used for the mandatory Ghost of Bouncer fight	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: The General's Shadow; Ghost of Bouncer; pinned RuneLite cache family 3508/3509
npc.brutal_green_dragon.2918	Required combat encounter in Dragon Slayer II	approved	Mandatory encounter in the Dragon Slayer II route	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
npc.brutal_red_dragon.7274	Required combat encounter in Dragon Slayer II	approved	Mandatory encounter in the Dragon Slayer II route	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
npc.brutus.15626	Boss in The Ides of Milk	approved	Mandatory named quest boss; post-quest Demonic Brutus remains excluded	OSRS Wiki: The Ides of Milk
npc.cave_goblin.6434	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.champion_of_scabaras.11483	Boss in Beneath Cursed Sands	approved	Required named quest boss	OSRS Wiki: Beneath Cursed Sands; Champion of Scabaras
npc.chaos_golem.10689	Mandatory Chaos Golem encounters in Defender of Varrock	approved	Multiple golems must be defeated during the quest	OSRS Wiki: Defender of Varrock
npc.chimalli.14362	Boss encounter in The Final Dawn	approved	Mandatory named paired boss encounter	OSRS Wiki: The Final Dawn; Chimalli
npc.chompy_bird.1475	Required hunt in Big Chompy Bird Hunting	approved	At least one chompy must be killed to complete the quest	OSRS Wiki: Big Chompy Bird Hunting
npc.chronozon.4987	Boss encounter in Family Crest	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.confusion_beast.1067	Required combat encounter in A Soul's Bane	approved	Mandatory named quest enemy	OSRS Wiki: A Soul's Bane
npc.corrupt_lizardman.7997	Boss in Tale of the Righteous	approved	Required named quest boss	OSRS Wiki: Corrupt Lizardman; Tale of the Righteous
npc.corsair_traitor.7949	Final combat encounter in The Corsair Curse	approved	Named quest antagonist and Nightmare Zone unlock	OSRS Wiki: The Corsair Curse; Corsair Traitor
npc.count_draynor.3481	Boss in Vampyre Slayer	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.crab.4819	Required combat/source encounter in Recipe for Disaster	approved	Mandatory encounter or ingredient-source kill in Recipe for Disaster	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Recipe for Disaster
npc.culinaromancer.4878	Final boss in Recipe for Disaster	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.cuthbert_lord_of_dread.12957	Boss in The Ribbiting Tale of a Lily Pad Labour Dispute	approved	Named quest boss	OSRS Wiki: Cuthbert, Lord of Dread; The Ribbiting Tale of a Lily Pad Labour Dispute
npc.dad.4130	Boss encounter in Troll Stronghold	approved	Required named arena opponent	OSRS Wiki: Troll Stronghold
npc.dagannoth.140	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.dagannoth_mother.983	Boss in Horror from the Deep	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.damien_leucurte.9564	Required combat encounter in Sins of the Father	approved	Mandatory named quest enemy	OSRS Wiki: Sins of the Father; Damien Leucurte
npc.damis.682	Boss encounter in Desert Treasure I	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.delrith.5079	Boss in Demon Slayer I	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.demonic_gorilla.7144	Required combat encounter in Monkey Madness II	approved	Quest completion requires defeating two demonic gorillas	OSRS Wiki: Monkey Madness II; Demonic gorilla
npc.derwen.7859	Boss in Mage Arena II	approved	Required named miniquest boss	OSRS Wiki: Mage Arena II
npc.dessourt.4883	Boss encounter in Recipe for Disaster	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.dessous.3459	Boss encounter in Desert Treasure I	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.dharok_the_wretched.1673	Required boss in His Faithful Servants	approved	Mandatory named miniquest boss	OSRS Wiki: His Faithful Servants
npc.dire_wolf_alpha.13812	Required boss encounter in Meat and Greet	approved	Mandatory named quest enemy	OSRS Wiki: Meat and Greet
npc.disciple_of_iban.8997	Required combat encounter in Underground Pass	approved	Mandatory named quest enemy	OSRS Wiki: Underground Pass
npc.don_t_know_what.8439	Mandatory encounter in Making Friends with My Arm	approved	Required Weiss troll battle	OSRS Wiki: Making Friends with My Arm
npc.doomion.8995	Required combat encounter in Underground Pass	approved	Mandatory named quest enemy	OSRS Wiki: Underground Pass
npc.duke_sucellus.12191	Boss encounter in Desert Treasure II	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.earth_elemental.1366	Required combat encounter in Elemental Workshop I	approved	An Earth elemental must be defeated for elemental ore	OSRS Wiki: Elemental Workshop I
npc.eclipse_moon.13012	Boss in Perilous Moons	approved	Mandatory named quest boss	OSRS Wiki: Perilous Moons
npc.elidinis_warden.11753	Required raid boss in Into the Tombs	approved	Mandatory named miniquest boss	OSRS Wiki: Into the Tombs
npc.elite_black_knight.13463	Required combat encounter in While Guthix Sleeps	approved	Mandatory combat encounter in While Guthix Sleeps	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: While Guthix Sleeps
npc.elvarg.6349	Boss in Dragon Slayer I	approved	Primary quest boss	OSRS Wiki: Dragon Slayer I
npc.emissary_enforcer.14268	Required combat encounter in The Final Dawn	approved	Mandatory named quest enemy; generic cultist waves remain excluded	OSRS Wiki: The Final Dawn; Emissary Enforcer
npc.ennius_tullus.14331	Boss encounter in The Final Dawn	approved	Mandatory named quest boss	OSRS Wiki: The Final Dawn; Ennius Tullus
npc.entrana_firebird.4927	Required combat target in Heroes' Quest	approved	A fire feather is obtained by defeating the Entrana firebird	OSRS Wiki: Heroes' Quest
npc.essyllt.8950	Boss encounter in Song of the Elves	approved	Direct quest-combat association reviewed for CL836	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.evelot.12047	Combat encounter in Secrets of the North	approved	Required named quest enemy	OSRS Wiki: Secrets of the North
npc.evil_chicken.1870	Boss encounter in Recipe for Disaster	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.evil_creature.1241	Required combat encounters in The Eyes of Glouphrie	approved	Six visual variants consolidated into one combat family	Quest completeness review; pinned cache family 1241
npc.evil_spirit.625	Boss encounter in Rum Deal	approved	Required named quest enemy released from the brewery controls	OSRS Wiki: Rum Deal
npc.experiment.1273	Mandatory combat encounter in Creature of Fenkenstrain; Required bone-source encounter in Rag and Bone Man II	approved	Corrected from Garden of Tranquillity; the level-51 Experiment must be defeated for the cavern key; Required special-bone source for Rag and Bone Man II	OSRS Wiki: Creature of Fenkenstrain; Experiment; Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.fareed.3456	Boss encounter in Desert Treasure I	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.fear_reaper.1066	Final boss encounter in A Soul's Bane	approved	Mandatory named quest boss	OSRS Wiki: A Soul's Bane
npc.fire_giant.2075	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.fire_warrior_of_lesarkus.3448	Required combat encounter in Temple of Ikov	approved	Mandatory named quest enemy	OSRS Wiki: Temple of Ikov
npc.flambeed.4881	Boss encounter in Recipe for Disaster	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.fragment_of_seren.8917	Boss in Song of the Elves	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.frenzied_ice_troll_female.5825	Mandatory combat option in The Fremennik Isles	approved	Ten frenzied ice trolls of any listed variant are required before the Ice Troll King; variants are alternatives, not cumulative requirements	OSRS Wiki: The Fremennik Isles
npc.frenzied_ice_troll_grunt.5826	Mandatory combat option in The Fremennik Isles	approved	Ten frenzied ice trolls of any listed variant are required before the Ice Troll King; variants are alternatives, not cumulative requirements	OSRS Wiki: The Fremennik Isles
npc.frenzied_ice_troll_male.5824	Mandatory combat option in The Fremennik Isles	approved	Ten frenzied ice trolls of any listed variant are required before the Ice Troll King; variants are alternatives, not cumulative requirements	OSRS Wiki: The Fremennik Isles
npc.frenzied_ice_troll_runt.5823	Mandatory combat option in The Fremennik Isles	approved	Ten frenzied ice trolls of any listed variant are required before the Ice Troll King; variants are alternatives, not cumulative requirements	OSRS Wiki: The Fremennik Isles
npc.gadderanks.4484	Combat encounter in In Aid of the Myreque	approved	Required named quest enemy	OSRS Wiki: In Aid of the Myreque
npc.galvek.8095	Final boss in Dragon Slayer II	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.gelatinnoth_mother.4884	Boss encounter in Recipe for Disaster	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.ghast.946	Required combat target in Nature Spirit	approved	Three ghasts must be killed with a druid pouch during the quest	OSRS Wiki: Nature Spirit
npc.ghoul.289	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.giant_lobster.2994	Mandatory combat encounter in The Red Reef	approved	Exact quest-specific giant lobster encountered during the underwater dredger section	OSRS Wiki: The Red Reef; Giant lobster (The Red Reef)
npc.giant_roc.763	Boss in My Arm’s Big Adventure	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.giant_scarab.797	Boss in Contact!	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.giant_sea_snake.1101	Boss in Royal Trouble	approved	Direct quest-combat association reviewed for CL836	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.glod.5129	Boss in Grim Tales	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.glough.7101	Boss in Monkey Madness II	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.goblin_guard.5369	Required combat encounter in Observatory Quest	approved	Exact Observatory Dungeon Goblin guard; it must be woken and defeated to obtain the goblin kitchen key	OSRS Wiki: Observatory Quest; Goblin guard; pinned RuneLite cache family 5369
npc.golem_guard.14125	Boss encounter in The Curse of Arrav	approved	Mandatory named quest boss	OSRS Wiki: The Curse of Arrav; Golem guard
npc.gorad.4367	Required combat encounter in Watchtower	approved	Mandatory named quest enemy	OSRS Wiki: Watchtower
npc.gorak.1834	Combat requirement in Fairytale II — Cure a Queen	approved	A Gorak must be defeated to obtain the required claw	OSRS Wiki: Fairytale II — Cure a Queen
npc.green_dragon.260	Required combat encounter in Dragon Slayer II	approved	Mandatory encounter in the Dragon Slayer II route	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
npc.grey_golem.4744	Boss in Spirits of the Elid	approved	Mandatory named quest boss	OSRS Wiki: Spirits of the Elid
npc.grip.4919	Black Arm route encounter in Heroes' Quest	approved	Route-specific quest combat; retained as quest-relevant but not cumulative across gang choices	OSRS Wiki: Heroes' Quest
npc.guardian_of_armadyl.3445	Combat encounter in Temple of Ikov	approved	Direct quest-combat association reviewed for CL836	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.guthan_the_infested.1674	Required boss in His Faithful Servants	approved	Mandatory named miniquest boss	OSRS Wiki: His Faithful Servants
npc.h_a_m_archer.5157	Required combat encounter in Another Slice of H.A.M.	approved	Mandatory exact quest enemy fought using Ranged or Magic	OSRS Wiki: Another Slice of H.A.M.; H.A.M. Archer
npc.h_a_m_mage.5158	Required combat encounter in Another Slice of H.A.M.	approved	Mandatory exact quest enemy fought using Ranged or Magic	OSRS Wiki: Another Slice of H.A.M.; H.A.M. Mage
npc.headless_beast.10493	Boss in Getting Ahead	approved	Direct quest-combat association reviewed for CL835	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.holthion.8996	Required combat encounter in Underground Pass	approved	Mandatory named quest enemy	OSRS Wiki: Underground Pass
npc.hopeless_creature.1072	Required combat encounter in A Soul's Bane	approved	Mandatory named quest enemy	OSRS Wiki: A Soul's Bane
npc.ice_giant.2085	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.ice_queen.4922	Combat encounter in Heroes’ Quest	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.ice_troll_king.5822	Boss in The Fremennik Isles	approved	Direct quest-combat association reviewed for CL836	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity
npc.icelord.852	Required combat encounter in Cold War	approved	Mandatory quest enemy identity	OSRS Wiki: Cold War
npc.iron_dragon.272	Required combat encounter in Dragon Slayer II	approved	Mandatory encounter in the Dragon Slayer II route	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Dragon Slayer II
npc.irvig_senay.3965	Required combat encounter in Legends' Quest	approved	Mandatory named quest enemy	OSRS Wiki: Legends' Quest
npc.jackal.4185	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.jogre.2094	Required bone-source encounter in Rag and Bone Man II	approved	Required special-bone source for Rag and Bone Man II	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Rag and Bone Man II
npc.jubbly_bird.4863	Required combat/source encounter in Recipe for Disaster	approved	Mandatory encounter or ingredient-source kill in Recipe for Disaster	Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d; OSRS Wiki: Recipe for Disaster
npc.judge_of_yama.10938	Boss encounter in A Kingdom Divided	approved	Required named quest boss	OSRS Wiki: A Kingdom Divided
npc.jungle_demon.1443	Boss in Monkey Madness I	approved	Direct quest NPC encounter reviewed from Quest Helper 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d / Wiki-aligned quest identity	Quest Helper NPC review: pinned commit 5ea99d5ea9ba3fb096ebe7b5ed02d80883e9819d
npc.justiciar_zachariah.7858	Boss in Mage Arena II	approved	Required named miniquest boss	OSRS Wiki: Mage Arena II
npc.kalrag.8993	Required combat encounter in Underground Pass	approved	Mandatory named quest enemy	OSRS Wiki: Underground Pass
